"","ID","TrophicSpecies","TotalDegree","NumPrey","NumPred","Between","TL","Omn"
"113",113,"Coscinodiscus sp.",2,0,2,0,1,0
"114",114,"Stephanopyxis sp.",1,0,1,0,1,0
"115",115,"Biddulphia sp.",2,0,2,0,1,0
"116",116,"Pinnularia sp.",2,0,2,0,1,0
"117",117,"Navicula sp.",2,0,2,0,1,0
"118",118,"Gyrosigma sp.",2,0,2,0,1,0
"119",119,"Diploneis sp.",2,0,2,0,1,0
"120",120,"Plagiotropis sp.",2,0,2,0,1,0
"121",121,"Cocconeis sp.",2,0,2,0,1,0
"122",122,"Surirella sp.",2,0,2,0,1,0
"123",123,"Gomphonema sp.",2,0,2,0,1,0
"124",124,"Cymbella sp.",2,0,2,0,1,0
"125",125,"Licmophora sp",2,0,2,0,1,0
"126",126,"Amphora sp.",2,0,2,0,1,0
"127",127,"Cylindrotheca sp.",2,0,2,0,1,0
"128",128,"Nitzschia sp.",2,0,2,0,1,0
"129",129,"Achnanthes sp.",2,0,2,0,1,0
"130",130,"Rhabdonema sp.",2,0,2,0,1,0
"131",131,"Grammatophora sp.",2,0,2,0,1,0
"132",132,"Dinophysis sp.",2,0,2,0,1,0
"133",133,"Protoperidinium sp.",1,0,1,0,1,0
"134",134,"Prorocentrum sp.",2,0,2,0,1,0
"135",135,"Spongomorpha pacifica",2,0,2,0,1,0
"136",136,"Ulothrix sp.",2,0,2,0,1,0
"137",137,"Ulva clathrata",1,0,1,0,1,0
"138",138,"Ulva lactuca",2,0,2,0,1,0
"139",139,"Ulva prolifera",2,0,2,0,1,0
"140",140,"Ectocarpus siliculosus",2,0,2,0,1,0
"141",141,"Caepidium antarcticum",2,0,2,0,1,0
"142",142,"Adenocystis utricularis",2,0,2,0,1,0
"143",143,"Scytosiphon lomentaria",2,0,2,0,1,0
"144",144,"Halopteris funnicularis",2,0,2,0,1,0
"145",145,"Acrochaetium sp.",2,0,2,0,1,0
"146",146,"Nothogenia fastigiata",2,0,2,0,1,0
"147",147,"Iridaea chordata",2,0,2,0,1,0
"148",148,"Sarcothalia crispata",2,0,2,0,1,0
"149",149,"Grateloupia sp.",1,0,1,0,1,0
"150",150,"Polysiphonia sp.",3,0,3,0,1,0
"151",151,"Pterosiphonia sp.",2,0,2,0,1,0
"152",152,"Ballia callitricha",2,0,2,0,1,0
"153",153,"Bostrychia sp.",2,0,2,0,1,0
"154",154,"Plocamium sp.",1,0,1,0,1,0
"155",155,"Margarella violacea",3,1,2,1,2,0
"156",156,"Laevilitorina caliginosa",2,0,2,0,1,0
"157",157,"Eatoniella sp.",1,0,1,0,1,0
"158",158,"Mytilus platensis",2,0,2,0,1,0
"159",159,"Lasaea sp.",2,0,2,0,1,0
"160",160,"Amphipoda indet",2,1,1,1,2,0
"161",161,"Elminius kingii",2,0,2,0,1,0
"162",162,"Arachnida indet",2,0,2,0,1,0
"163",163,"Halirytus magellanicus",2,0,2,0,1,0
"164",164,"Bivalvia",1,0,1,0,1,0
"165",165,"Mazzaella laminaroides",1,0,1,0,1,0
"166",166,"Grateloupia sp",1,0,1,0,1,0
"167",167,"Onchidella marginata",1,0,1,0,1,0
"168",168,"Notochthamalus scabrosus",1,0,1,0,1,0
"169",169,"Microalgae",1,0,1,0,1,0
"170",170,"Fecal pellets",1,0,1,0,1,0
"171",171,"Otaria byronia",17,16,1,59,2.331,0.375
"172",172,"Arctocephalus australis",1,0,1,0,1,0
"173",173,"Tachyeres pteneres",1,0,1,0,1,0
"174",174,"Picoplankton",2,0,2,0,1,0
"175",175,"Oncorhynchus mykiss",1,0,1,0,1,0
"176",176,"Oncorhynchus kisutch",1,0,1,0,1,0
"177",177,"Salmo salar",1,0,1,0,1,0
"178",178,"Mustelus mento",1,0,1,0,1,0
"179",179,"Thyrsites atun",1,0,1,0,1,0
"180",180,"Paralabrax humeralis",1,0,1,0,1,0
"181",181,"Odontesthes regia",1,0,1,0,1,0
"182",182,"Trachurus murphyi",1,0,1,0,1,0
"183",183,"Merluccius australis",2,1,1,0,3.067,0
"184",184,"Cilus gilberti",1,0,1,0,1,0
"185",185,"Genypterus spp.",1,0,1,0,1,0
"186",186,"Callorhinchus callorhynchus",1,0,1,0,1,0
"187",187,"Pinguipes chilensis",1,0,1,0,1,0
"188",188,"Rhodophyta indet",1,0,1,0,1,0
"189",189,"Unidentified fish",1,0,1,0,1,0
"190",190,"Rhizoclonium sp",1,0,1,0,1,0
"191",191,"Chironomidae",1,0,1,0,1,0
"192",192,"Austroregia sp.",1,0,1,0,1,0
"193",193,"Pluteus larva",1,0,1,0,1,0
"194",194,"Aetideus arcuatus",1,0,1,0,1,0
"195",195,"Calanoides patagoniensis",1,0,1,0,1,0
"196",196,"Calanus simillimus",1,0,1,0,1,0
"197",197,"Paracalanus indicus",1,0,1,0,1,0
"198",198,"Chitinous remains",1,0,1,0,1,0
"199",199,"Squid",1,0,1,0,1,0
"200",200,"Martialia hyadesii",1,0,1,0,1,0
"201",201,"Austrolycus depressiceps",1,0,1,0,1,0
"202",202,"Merluccius hubbsi",1,0,1,0,1,0
"203",203,"Patagonotothen wiltoni",1,0,1,0,1,0
"204",204,"Ramnogaster arcuata",2,0,2,0,1,0
"205",205,"Cephalopoda indet",1,0,1,0,1,0
"206",206,"Hyperiidea",1,0,1,0,1,0
"207",207,"Mysida",1,0,1,0,1,0
"208",208,"Calanoida",1,0,1,0,1,0
"209",209,"Harpacticoida",1,0,1,0,1,0
"210",210,"Megacalanus sp.",1,0,1,0,1,0
"211",211,"Pseudonitzschia sp.",1,0,1,0,1,0
"212",212,"Rhizosolenia sp.",1,0,1,0,1,0
"213",213,"Pennate diatoms",1,0,1,0,1,0
"214",214,"Asterionellopsis sp.",1,0,1,0,1,0
"215",215,"Thalassiosira sp.",1,0,1,0,1,0
"216",216,"Mazzaella laminarioides",1,0,1,0,1,0
"217",217,"Hiatella arctica",1,0,1,0,1,0
"218",218,"Acanthina monodon",2,2,0,0,3,0
"219",219,"Anasterias antarctica",3,3,0,0,3.25,0.125
"220",220,"Antholoba achates",1,1,0,0,3,0
"221",221,"Aptenoydes patagonicus",4,4,0,0,2.572,0.33
"222",222,"Bathylagichthys parini (larvae)",8,8,0,0,2.625,0.234
"223",223,"Bunodactis octoradiata",1,1,0,0,3,0
"224",224,"Calidris canutus",1,1,0,0,3,0
"225",225,"Cephalorhynchus commersonii commersonii",12,12,0,0,2.858,0.494
"226",226,"Champsocephalus esox",3,3,0,0,2.852,0.365
"227",227,"Chloephaga hybrida",1,1,0,0,2,0
"228",228,"Cosmasterias lurida",7,7,0,0,2.869,0.357
"229",229,"Crepipatella dilatata",1,1,0,0,2,0
"230",230,"Eurypodius latreillei",5,5,0,0,2.4,0.24
"231",231,"Fissurella oriens",2,2,0,0,2,0
"232",232,"Fissurella radiosa",2,2,0,0,2,0
"233",233,"Labidiaster radiosus",1,1,0,0,3,0
"234",234,"Lagenorhynchus australis",9,9,0,0,3.088,0.459
"235",235,"Larus dominicanus",3,3,0,0,3,0
"236",236,"Lithodes santolla (juvenile)",13,13,0,0,2.236,0.185
"237",237,"Lontra felina",10,10,0,0,2.406,0.248
"238",238,"Macruronus magellanicus ",1,1,0,0,3,0
"239",239,"Maurolicus australis (larvae)",4,4,0,0,2.75,0.187
"240",240,"Megaptera novaeangliae",5,5,0,0,2.813,0.166
"241",241,"Nacella deaurata",66,66,0,0,2.061,0.057
"242",242,"Nacella magellanica",62,62,0,0,2.032,0.031
"243",243,"Nacella mytilina",3,3,0,0,2,0
"244",244,"Oncorhynchus tschawytscha",1,1,0,0,3,0
"245",245,"Ophiactis asperula",1,1,0,0,2,0
"246",246,"Ophiuroglypha lymani",8,8,0,0,2.125,0.109
"247",247,"Orcinus orca",4,4,0,0,2.333,0.332
"248",248,"Paraeuthria fuscata",1,1,0,0,2,0
"249",249,"Paralomis granulosa",13,13,0,0,2.308,0.213
"250",250,"Patagonotothen tessellata (larvae)",10,10,0,0,2.3,0.21
"251",251,"Plaxiphora aurata",2,2,0,0,2,0
"252",252,"Pseudorca crassidens",5,5,0,0,2.788,0.936
"253",253,"Siphonaria lessonii",3,3,0,0,2,0
"254",254,"Spheniscus magellanicus",6,6,0,0,2.344,0.238
"255",255,"Stercorarius chilensis",2,2,0,0,2.533,0.284
"256",256,"Tegula atra",3,3,0,0,2,0
