"","ID","TrophicSpecies","TotalDegree","NumPrey","NumPred","Between","TL","Omn"
"130",130,"Patagonotothen tessellata (larvae)",7,7,0,0,3.048,0.299
"131",131,"Platynereis australis",2,2,0,0,2,0
"132",132,"Plaxiphora aurata",2,2,0,0,2,0
"133",133,"Psedechinus magellanicus",3,3,0,0,2.926,0.431
"134",134,"Pseudorca crassidens",4,4,0,0,4.74,0.231
"135",135,"Siphonaria lessonii",2,2,0,0,2,0
"136",136,"Spheniscus magellanicus",6,6,0,0,4.082,1.036
"137",137,"Stercorarius chilensis",2,2,0,0,2.917,0.84
"138",138,"Tegula atra",3,3,0,0,2,0
"139",139,"Themisto gaudichaudii",1,1,0,0,3.333,0
"140",140,"Trophon geversianus",3,3,0,0,3.333,0.056
